sales_date,product_id,product_category,sales_quantity,unit_price,region,customer_id
2023-11-15,1035,Furniture,1,282.15,North,10073
2023-08-11,1046,Clothing,2,872.17,South,10082
2023-01-14,1006,Toys,9,468.57,East,10290
2023-04-28,1037,Electronics,4,133.93,North,10328
2023-07-25,1014,Furniture,8,651.38,North,10092
2023-06-01,1029,Toys,3,43.06,South,10477
2023-12-23,1033,Clothing,3,616.16,South,10091
2023-05-10,1018,Clothing,2,293.53,East,10337
2023-12-11,1022,Furniture,9,440.29,West,10248
2023-09-21,1041,Furniture,1,789.28,West,10283
2023-08-04,1008,Clothing,8,309.69,West,10228
2023-12-08,1012,Toys,7,73.42,West,10069
2023-09-10,1005,Toys,9,923.27,North,10128
2023-08-12,1047,Furniture,3,285.01,West,10150
2023-09-25,1011,Clothing,2,208.41,South,10442
2023-09-24,1025,Clothing,8,239.78,East,10415
2023-01-24,1001,Books,8,196.64,North,10088
2023-08-12,1010,Books,8,795.14,South,10486
2023-11-26,1029,Books,1,56.5,South,10074
2023-07-26,1042,Books,5,110.93,North,10188
2023-02-23,1047,Furniture,4,492.06,North,10302
2023-07-15,1024,Toys,3,631.26,North,10249
2023-04-26,1037,Clothing,2,478.22,East,10260
2023-10-25,1034,Toys,6,858.54,South,10018
2023-02-21,1028,Electronics,9,563.25,North,10499
2023-11-28,1033,Furniture,5,698.86,South,10090
2023-07-27,1002,Electronics,3,530.65,South,10097
2023-12-11,1024,Electronics,2,269.37,West,10374
2023-07-05,1024,Clothing,7,144.71,East,10352
2023-03-19,1031,Electronics,1,679.81,South,10400
2023-10-12,1034,Furniture,10,937.7,North,10340
2023-09-13,1010,Furniture,2,351.41,South,10390
2023-02-20,1003,Books,2,517.54,South,10114
2023-07-25,1049,Toys,10,882.12,North,10264
2023-11-15,1020,Books,1,80.71,East,10107
2023-05-22,1011,Books,7,990.21,West,10327
2023-04-26,1010,Toys,5,249.23,East,10007
2023-10-18,1034,Furniture,6,437.33,East,10357
2023-06-21,1013,Toys,3,99.87,West,10128
2023-07-08,1044,Electronics,7,243.29,South,10147
2023-01-05,1024,Furniture,8,152.8,East,10222
2023-11-07,1024,Toys,3,669.67,East,10327
2023-10-22,1003,Electronics,10,78.21,West,10006
2023-10-25,1031,Furniture,9,656.96,South,10248
2023-11-11,1020,Clothing,9,98.85,East,10273
2023-07-04,1016,Toys,3,194.52,North,10045
2023-11-10,1025,Furniture,10,222.8,East,10016
2023-01-19,1006,Electronics,3,141.72,East,10176
2023-09-17,1028,Toys,5,821.11,North,10493
2023-04-28,1039,Toys,7,587.21,South,10319
2023-08-27,1043,Toys,5,692.15,South,10156
2023-06-24,1048,Clothing,4,668.96,North,10180
2023-05-05,1036,Furniture,6,926.01,South,10400
2023-03-17,1007,Furniture,7,109.72,West,10134
2023-10-01,1032,Clothing,3,933.4,North,10468
2023-08-27,1020,Furniture,5,419.69,West,10095
2023-02-01,1029,Books,3,655.92,East,10041
2023-11-17,1050,Electronics,9,619.36,East,10257
2023-12-14,1019,Electronics,3,516.14,East,10387
2023-08-02,1034,Electronics,9,309.23,West,10034
2023-07-14,1048,Furniture,7,672.52,East,10146
2023-10-01,1035,Electronics,1,360.02,West,10375
2023-07-13,1027,Electronics,8,862.73,West,10070
2023-05-04,1034,Toys,10,272.38,West,10361
2023-12-10,1007,Books,10,372.8,East,10327
2023-08-03,1020,Furniture,4,412.37,West,10289
2023-08-31,1022,Electronics,1,921.53,West,10481
2023-06-21,1002,Electronics,10,416.48,East,10107
2023-10-28,1037,Toys,1,460.45,South,10005
2023-09-10,1027,Toys,3,147.29,North,10303
2023-07-04,1023,Furniture,9,934.99,South,10244
2023-11-30,1019,Furniture,10,610.17,West,10297
2023-10-17,1043,Books,8,409.37,North,10339
2023-08-22,1041,Toys,2,495.13,South,10038
2023-12-04,1007,Furniture,10,158.18,North,10159
2023-08-24,1001,Toys,7,915.66,South,10231
2023-11-24,1035,Toys,4,897.39,South,10152
2023-10-04,1031,Books,9,35.49,North,10030
2023-04-23,1014,Clothing,2,107.87,South,10341
2023-04-01,1038,Toys,6,831.21,South,10062
2023-01-12,1040,Toys,6,938.98,South,10203
2023-12-11,1047,Furniture,1,564.98,South,10068
2023-09-04,1038,Furniture,6,33.24,North,10335
2023-06-12,1046,Electronics,4,263.78,West,10049
2023-06-13,1017,Books,9,455.77,West,10214
2023-09-07,1010,Electronics,6,379.39,West,10431
2023-09-29,1045,Toys,1,801.06,South,10388
2023-03-13,1020,Toys,9,503.31,South,10213
2023-06-16,1002,Toys,1,663.95,West,10334
2023-12-27,1017,Electronics,7,48.47,North,10366
2023-11-25,1010,Electronics,3,275.06,South,10127
2023-04-15,1043,Electronics,2,10.03,South,10275
2023-04-26,1046,Toys,1,378.15,West,10459
2023-05-30,1038,Toys,7,431.47,East,10156
2023-04-18,1038,Furniture,8,75.44,East,10241
2023-04-23,1032,Toys,10,607.26,South,10110
2023-12-10,1013,Furniture,4,512.72,North,10452
2023-02-09,1002,Furniture,6,60.92,East,10164
2023-02-17,1012,Books,9,637.92,West,10363
2023-08-12,1015,Books,3,817.41,West,10108
2023-09-16,1002,Clothing,9,566.77,North,10204
2023-10-09,1021,Furniture,2,480.43,West,10111
2023-03-01,1007,Toys,1,128.82,East,10187
2023-05-01,1026,Clothing,4,984.55,East,10024
2023-05-08,1030,Furniture,1,659.12,East,10425
2023-02-16,1046,Clothing,10,900.5,South,10040
2023-09-06,1037,Toys,4,195.38,West,10298
2023-02-24,1020,Electronics,8,287.35,East,10287
2023-10-28,1031,Electronics,8,703.63,West,10340
2023-04-21,1024,Furniture,9,484.6,East,10445
2023-06-03,1019,Clothing,1,149.57,North,10309
2023-08-17,1040,Electronics,9,483.22,South,10492
2023-07-02,1017,Books,6,805.33,South,10284
2023-11-10,1021,Furniture,9,680.81,North,10229
2023-03-26,1007,Electronics,8,367.53,South,10038
2023-06-25,1032,Books,5,768.2,South,10262
2023-06-01,1014,Toys,6,373.24,South,10198
2023-11-12,1043,Electronics,8,814.59,North,10001
2023-01-21,1019,Furniture,1,312.79,North,10031
2023-10-04,1045,Furniture,2,40.29,North,10231
2023-06-20,1017,Electronics,8,674.46,South,10219
2023-05-12,1029,Toys,3,379.86,West,10485
2023-09-19,1027,Furniture,7,451.35,East,10046
2023-04-10,1030,Books,5,109.59,West,10435
2023-07-26,1013,Furniture,6,883.52,East,10227
2023-08-20,1034,Electronics,6,769.44,East,10471
2023-12-05,1012,Books,6,560.61,West,10491
2023-05-10,1015,Books,3,458.34,West,10353
2023-07-25,1040,Clothing,5,420.06,South,10117
2023-05-08,1012,Furniture,1,122.12,East,10348
2023-05-04,1045,Clothing,4,556.27,West,10124
2023-11-17,1026,Toys,9,33.84,West,10234
2023-10-02,1036,Furniture,1,322.02,South,10283
2023-10-14,1025,Toys,6,644.79,South,10454
2023-12-11,1015,Toys,4,964.77,South,10351
2023-06-18,1004,Furniture,8,977.22,North,10439
2023-10-22,1027,Clothing,7,125.4,North,10422
2023-12-01,1005,Books,5,319.93,South,10254
2023-04-02,1033,Toys,3,692.62,West,10018
2023-07-27,1005,Books,9,365.73,South,10187
2023-03-13,1017,Electronics,4,425.08,South,10130
2023-11-08,1050,Books,2,280.42,West,10174
2023-09-12,1002,Furniture,10,611.24,East,10470
2023-11-19,1033,Furniture,8,96.77,East,10439
2023-04-25,1045,Furniture,6,951.78,West,10314
2023-12-13,1027,Electronics,7,290.83,West,10060
2023-04-10,1049,Clothing,5,555.32,South,10499
2023-07-11,1012,Electronics,10,70.17,South,10144
2023-01-31,1047,Furniture,7,579.47,South,10061
2023-01-11,1009,Clothing,6,279.28,North,10100
2023-11-22,1034,Furniture,8,852.03,North,10022
2023-08-19,1031,Clothing,1,743.31,West,10327
2023-12-17,1001,Furniture,9,222.33,West,10480
2023-10-18,1033,Furniture,8,872.08,West,10114
2023-03-28,1025,Toys,9,185.56,East,10076
2023-06-24,1042,Clothing,10,293.19,East,10246
2023-01-10,1001,Toys,10,287.41,West,10298
2023-09-01,1038,Electronics,4,830.53,South,10375
2023-03-02,1028,Furniture,3,477.71,East,10258
2023-06-18,1049,Furniture,10,323.57,West,10043
2023-01-08,1016,Electronics,6,955.75,West,10246
2023-07-15,1026,Furniture,8,888.89,East,10383
2023-03-19,1033,Toys,4,908.18,South,10339
2023-03-30,1048,Electronics,5,649.89,West,10413
2023-02-01,1050,Electronics,7,360.4,West,10049
2023-09-17,1050,Furniture,8,144.45,South,10287
2023-01-21,1002,Clothing,5,863.01,South,10398
2023-10-08,1018,Toys,5,611.13,West,10042
2023-09-28,1011,Toys,7,671.18,West,10267
2023-11-17,1017,Electronics,7,849.62,East,10191
2023-05-26,1029,Furniture,7,271.72,South,10069
2023-08-07,1035,Toys,5,563.34,West,10135
2023-06-17,1033,Furniture,5,17.28,West,10390
2023-03-27,1009,Clothing,9,339.16,North,10331
2023-05-10,1020,Electronics,5,891.76,North,10469
2023-05-30,1010,Books,10,579.45,West,10179
2023-04-14,1031,Books,3,587.06,West,10269
2023-12-07,1043,Toys,1,578.06,West,10161
2023-01-08,1048,Clothing,9,387.18,East,10229
2023-10-28,1036,Clothing,8,541.01,North,10279
2023-05-28,1026,Clothing,2,979.32,South,10470
2023-08-23,1001,Books,8,767.51,North,10477
2023-01-30,1037,Toys,6,758.68,East,10389
2023-07-11,1024,Clothing,4,211.3,West,10462
2023-12-07,1017,Furniture,8,966.62,South,10053
2023-12-09,1019,Books,5,54.21,East,10312
2023-02-06,1011,Furniture,2,693.89,East,10102
2023-03-17,1005,Electronics,2,363.4,North,10462
2023-10-19,1039,Books,6,120.66,South,10063
2023-03-16,1020,Furniture,7,85.89,South,10422
2023-05-01,1007,Books,5,644.41,South,10140
2023-02-19,1041,Clothing,3,995.16,East,10056
2023-02-07,1031,Clothing,10,67.64,South,10373
2023-09-01,1022,Furniture,2,214.34,North,10474
2023-07-23,1005,Books,4,370.77,East,10205
2023-12-19,1001,Clothing,6,360.1,North,10162
2023-04-23,1029,Books,4,538.58,East,10367
2023-09-09,1019,Electronics,10,329.07,North,10092
2023-10-24,1027,Furniture,2,232.92,West,10314
2023-12-19,1017,Books,5,56.62,East,10239
2023-05-23,1035,Books,9,175.96,East,10258
2023-06-28,1037,Toys,6,300.75,West,10437
2023-05-11,1026,Furniture,1,80.21,South,10119
2023-06-09,1048,Clothing,1,217.6,East,10001
2023-08-12,1026,Electronics,8,873.53,North,10063
2023-06-23,1018,Clothing,4,382.28,South,10426
2023-04-24,1042,Clothing,6,896.18,South,10395
2023-11-12,1048,Toys,7,790.68,North,10128
2023-07-06,1035,Toys,6,196.8,South,10294
2023-04-23,1010,Furniture,2,675.75,East,10007
2023-06-15,1033,Electronics,2,189.24,East,10371
2023-03-01,1033,Books,6,905.44,East,10263
2023-07-23,1014,Toys,8,443.04,West,10016
2023-02-11,1050,Clothing,10,874.16,North,10359
2023-09-15,1030,Books,7,564.72,West,10246
2023-09-10,1020,Books,2,268.28,West,10242
2023-07-04,1040,Toys,9,869.18,West,10046
2023-12-18,1043,Books,4,785.74,East,10387
2023-06-20,1010,Clothing,8,939.43,East,10481
2023-06-25,1033,Books,8,176.18,East,10107
2023-10-01,1037,Clothing,9,409.37,West,10015
2023-03-19,1036,Books,8,843.16,West,10271
2023-10-11,1015,Furniture,5,287.57,North,10169
2023-08-19,1015,Electronics,6,662.94,South,10488
2023-03-01,1032,Clothing,5,996.82,West,10038
2023-09-10,1029,Books,3,845.94,South,10338
2023-09-13,1022,Furniture,6,330.16,East,10250
2023-11-30,1036,Electronics,4,833.58,East,10169
2023-08-05,1009,Toys,1,455.84,East,10119
2023-01-02,1046,Books,4,382.48,South,10427
2023-05-25,1032,Furniture,9,792.68,South,10270
2023-03-18,1017,Clothing,2,289.38,West,10068
2023-11-20,1026,Clothing,4,567.39,West,10172
2023-03-23,1013,Books,3,479.48,North,10370
2023-09-12,1040,Clothing,6,720.96,North,10450
2023-07-11,1003,Furniture,6,592.29,East,10157
2023-02-26,1037,Toys,2,475.98,East,10116
2023-05-18,1019,Electronics,10,261.07,East,10004
2023-12-15,1004,Books,2,151.88,North,10189
2023-11-25,1047,Toys,8,22.88,South,10185
2023-07-22,1015,Toys,3,732.27,West,10375
2023-06-21,1022,Toys,4,736.82,South,10140
2023-07-23,1015,Clothing,10,632.69,East,10323
2023-02-07,1043,Furniture,5,821.37,South,10314
2023-04-21,1046,Toys,10,259.37,West,10394
2023-08-19,1047,Toys,9,602.52,South,10481
2023-05-16,1002,Toys,3,237.35,South,10153
2023-11-10,1038,Furniture,8,706.9,East,10166
2023-06-28,1020,Books,3,151.8,West,10047
2023-09-03,1008,Clothing,2,885.04,West,10218
2023-07-07,1038,Clothing,7,430.86,South,10460
2023-06-28,1047,Electronics,3,843.15,West,10402
2023-10-05,1029,Electronics,2,901.33,West,10258
2023-01-06,1012,Clothing,7,706.68,North,10241
2023-05-05,1027,Toys,9,490.02,North,10475
2023-11-26,1025,Books,3,771.17,North,10008
2023-12-26,1015,Books,10,332.28,West,10031
2023-12-08,1047,Furniture,10,672.19,West,10053
2023-07-03,1041,Electronics,9,31.31,North,10100
2023-09-29,1046,Electronics,1,746.25,North,10456
2023-08-15,1030,Toys,9,140.54,East,10254
2023-06-16,1011,Furniture,4,568.78,South,10123
2023-07-11,1030,Clothing,5,869.39,East,10083
2023-04-27,1050,Electronics,3,598.08,East,10177
2023-07-30,1027,Toys,5,307.51,North,10378
2023-12-27,1005,Books,5,472.79,East,10261
2023-04-10,1026,Clothing,1,245.56,North,10061
2023-01-27,1036,Furniture,5,686.26,West,10088
2023-11-20,1031,Toys,9,963.2,East,10112
2023-10-27,1002,Toys,1,220.31,South,10240
2023-10-05,1030,Furniture,5,684.54,North,10072
2023-10-23,1042,Books,5,869.28,West,10230
2023-10-14,1029,Furniture,8,77.58,South,10031
2023-02-17,1045,Books,4,655.71,West,10456
2023-05-06,1001,Toys,4,598.08,South,10053
2023-06-17,1030,Electronics,1,597.64,West,10090
2023-07-12,1012,Electronics,10,34.06,North,10233
2023-06-26,1016,Furniture,4,408.18,West,10153
2023-08-04,1012,Toys,10,773.85,South,10410
2023-02-12,1045,Electronics,9,953.04,North,10106
2023-07-20,1038,Electronics,1,807.06,South,10436
2023-03-04,1018,Furniture,10,345.92,North,10168
2023-01-31,1024,Books,4,30.57,East,10022
2023-03-21,1006,Electronics,8,834.52,North,10334
2023-10-14,1041,Electronics,5,718.88,North,10136
2023-12-20,1033,Books,6,444.42,North,10078
2023-02-06,1042,Electronics,5,867.12,North,10345
2023-01-16,1025,Furniture,7,447.44,North,10074
2023-07-07,1049,Furniture,10,40.24,South,10070
2023-02-07,1001,Furniture,3,961.53,South,10127
2023-05-14,1002,Toys,3,970.78,East,10192
2023-05-08,1032,Toys,3,475.01,East,10411
2023-11-07,1033,Toys,4,670.1,East,10334
2023-01-10,1047,Furniture,3,502.1,East,10029
2023-05-15,1028,Toys,5,229.75,North,10434
2023-10-16,1031,Toys,10,433.52,North,10355
2023-07-14,1002,Electronics,5,262.82,North,10001
2023-06-06,1029,Clothing,5,502.85,East,10180
2023-04-05,1029,Clothing,5,381.79,North,10222
2023-10-02,1036,Electronics,3,672.53,West,10498
2023-06-22,1040,Clothing,9,444.22,South,10428
2023-10-06,1021,Clothing,6,590.26,North,10090
2023-12-01,1013,Clothing,4,407.56,West,10258
2023-10-19,1009,Clothing,9,66.46,North,10308
2023-02-23,1032,Furniture,10,167.25,West,10299
2023-02-28,1040,Furniture,3,110.64,North,10226
2023-01-11,1023,Furniture,6,610.38,South,10477
2023-01-02,1004,Books,10,129.78,North,10371
2023-11-26,1041,Clothing,2,154.11,West,10286
2023-02-13,1045,Electronics,7,218.69,North,10048
2023-01-22,1048,Electronics,2,364.69,North,10171
2023-12-27,1044,Toys,2,300.58,West,10302
2023-03-24,1030,Electronics,3,417.35,West,10175
2023-11-15,1028,Books,7,691.18,North,10216
2023-09-20,1033,Electronics,10,33.45,South,10022
2023-03-20,1038,Electronics,9,737.26,North,10146
2023-03-31,1013,Electronics,4,300.74,East,10138
2023-12-09,1002,Clothing,5,927.24,East,10492
2023-12-02,1023,Books,8,788.41,West,10253
2023-10-05,1019,Electronics,6,520.35,East,10202
2023-05-02,1045,Electronics,4,393.59,North,10321
2023-01-08,1021,Clothing,6,824.35,North,10027
2023-02-28,1003,Clothing,2,386.42,West,10457
2023-02-11,1039,Clothing,4,194.36,South,10283
2023-01-01,1042,Toys,5,164.46,West,10054
2023-12-14,1017,Books,7,504.15,South,10095
2023-02-17,1037,Electronics,10,993.91,North,10401
2023-12-02,1011,Toys,6,452.2,West,10133
2023-11-21,1034,Clothing,10,935.46,East,10131
2023-08-14,1025,Toys,1,267.76,South,10309
2023-09-01,1028,Books,4,346.37,East,10063
2023-10-15,1045,Electronics,4,181.49,East,10067
2023-04-20,1035,Books,7,579.26,East,10015
2023-09-12,1022,Toys,9,852.03,South,10101
2023-11-18,1008,Books,2,613.96,West,10439
2023-01-31,1004,Clothing,7,875.37,North,10071
2023-10-07,1035,Toys,5,409.85,East,10172
2023-07-20,1045,Furniture,1,368.9,South,10352
2023-03-23,1005,Clothing,5,94.07,East,10233
2023-09-05,1041,Books,10,257.47,North,10415
2023-09-21,1010,Electronics,3,659.75,West,10205
2023-06-26,1010,Toys,3,530.21,South,10014
2023-11-28,1045,Books,1,202.4,South,10073
2023-01-24,1011,Electronics,2,723.82,North,10007
2023-03-05,1016,Books,10,710.14,South,10479
2023-04-08,1008,Books,8,97.06,West,10004
2023-08-18,1044,Books,1,922.61,North,10218
2023-02-08,1006,Toys,4,373.14,West,10094
2023-05-09,1030,Electronics,1,615.27,West,10237
2023-04-27,1044,Toys,6,270.28,West,10487
2023-11-14,1043,Electronics,3,823.75,North,10408
2023-08-08,1036,Toys,3,142.71,West,10063
2023-08-24,1001,Clothing,10,78.76,East,10081
2023-11-08,1043,Furniture,10,805.99,West,10341
2023-10-04,1036,Furniture,7,967.63,West,10068
2023-08-09,1018,Furniture,9,834.31,South,10372
2023-10-13,1041,Toys,1,801.74,East,10058
2023-06-25,1001,Electronics,7,591.28,North,10224
2023-04-04,1022,Electronics,7,867.12,East,10258
2023-07-22,1043,Furniture,10,683.39,West,10448
2023-05-24,1008,Electronics,6,784.17,East,10120
2023-05-04,1013,Toys,8,104.92,South,10068
2023-11-11,1048,Electronics,8,207.05,South,10370
2023-06-21,1041,Toys,8,831.55,East,10346
2023-12-19,1033,Books,3,655.68,North,10473
2023-07-26,1041,Toys,6,647.4,North,10064
2023-03-12,1012,Toys,7,438.92,East,10285
2023-01-12,1043,Toys,5,729.88,South,10471
2023-11-13,1037,Clothing,2,719.83,West,10134
2023-04-05,1045,Electronics,5,887.1,North,10388
2023-09-02,1007,Furniture,5,25.39,East,10327
2023-10-02,1010,Furniture,4,457.78,South,10317
2023-02-08,1048,Clothing,3,478.4,East,10052
2023-10-11,1013,Electronics,6,174.22,East,10119
2023-06-11,1050,Clothing,1,416.45,East,10329
2023-05-19,1034,Electronics,9,960.54,West,10270
2023-07-25,1004,Electronics,10,860.38,South,10324
2023-10-29,1011,Books,5,425.39,North,10355
2023-12-06,1020,Books,6,480.04,West,10246
2023-04-05,1021,Electronics,1,937.65,West,10080
2023-06-02,1007,Clothing,2,209.05,East,10219
2023-04-03,1006,Electronics,5,179.02,North,10171
2023-01-31,1001,Electronics,5,537.13,East,10406
2023-11-29,1001,Furniture,3,44.45,West,10080
2023-11-27,1050,Books,7,210.52,East,10152
2023-05-27,1024,Furniture,1,230.86,East,10156
2023-09-26,1015,Toys,8,917.21,East,10304
2023-04-01,1047,Electronics,3,988.28,East,10006
2023-11-23,1041,Clothing,4,298.06,West,10115
2023-09-23,1001,Furniture,6,377.1,West,10471
2023-09-24,1024,Electronics,3,569.16,East,10438
2023-09-05,1024,Books,10,436.17,South,10062
2023-04-15,1010,Furniture,6,905.99,North,10018
2023-04-26,1011,Electronics,9,279.1,North,10140
2023-05-05,1003,Electronics,9,514.77,East,10275
2023-06-01,1023,Electronics,8,647.12,West,10124
2023-06-02,1011,Clothing,8,19.22,North,10462
2023-06-27,1047,Books,1,545.06,North,10493
2023-08-11,1001,Furniture,5,775.53,East,10024
2023-10-03,1042,Toys,4,667.1,North,10222
2023-08-17,1027,Furniture,1,140.77,North,10273
2023-09-19,1017,Toys,7,182.0,East,10129
2023-09-09,1007,Clothing,3,841.36,South,10093
2023-03-02,1036,Toys,1,418.41,North,10018
2023-11-04,1049,Clothing,6,257.64,West,10224
2023-06-28,1034,Books,8,621.68,West,10212
2023-06-16,1038,Furniture,8,569.1,West,10414
2023-06-25,1016,Toys,4,444.14,East,10354
2023-10-31,1047,Furniture,6,493.48,North,10259
2023-09-03,1031,Clothing,3,54.48,East,10393
2023-09-17,1019,Toys,6,83.53,South,10500
2023-03-11,1001,Electronics,9,718.33,South,10382
2023-11-10,1049,Electronics,9,207.52,South,10331
2023-09-16,1007,Furniture,8,81.5,North,10152
2023-04-13,1023,Clothing,9,876.03,South,10356
2023-10-05,1046,Toys,4,116.47,West,10275
2023-12-25,1001,Clothing,6,315.12,North,10231
2023-09-06,1050,Clothing,9,673.58,West,10052
2023-05-02,1014,Electronics,2,938.84,North,10285
2023-08-15,1035,Electronics,10,856.18,East,10027
2023-05-11,1030,Books,9,749.24,North,10086
2023-12-13,1025,Furniture,4,101.01,East,10420
2023-10-03,1013,Books,6,939.45,North,10260
2023-11-16,1044,Books,2,376.11,South,10416
2023-07-13,1005,Toys,10,64.46,West,10435
2023-11-01,1043,Books,10,531.52,East,10364
2023-07-27,1010,Furniture,10,937.43,West,10063
2023-01-26,1007,Furniture,6,588.99,South,10421
2023-08-23,1028,Books,6,566.97,North,10459
2023-07-01,1012,Furniture,1,978.0,East,10101
2023-07-09,1017,Furniture,6,169.77,West,10005
2023-05-05,1033,Electronics,8,71.09,West,10315
2023-03-21,1045,Books,6,634.16,East,10295
2023-03-02,1050,Furniture,8,579.74,South,10079
2023-05-12,1001,Books,10,822.04,South,10407
2023-05-28,1047,Toys,4,903.57,East,10159
2023-08-03,1037,Toys,5,952.5,South,10224
2023-09-27,1038,Electronics,7,458.95,East,10290
2023-11-03,1007,Electronics,9,809.98,North,10350
2023-02-16,1046,Clothing,9,470.83,North,10340
2023-09-09,1013,Toys,7,273.4,East,10491
2023-01-29,1038,Clothing,7,359.26,West,10016
2023-01-23,1038,Books,10,220.32,West,10235
2023-04-01,1029,Electronics,6,371.54,West,10377
2023-05-31,1034,Toys,6,106.34,West,10069
2023-06-12,1022,Books,7,934.57,East,10202
2023-12-21,1030,Toys,8,565.77,North,10471
2023-07-13,1021,Electronics,1,71.31,West,10202
2023-04-18,1021,Books,7,646.6,North,10419
2023-07-18,1042,Electronics,6,763.13,West,10324
2023-09-20,1014,Furniture,2,624.91,South,10017
2023-05-07,1021,Clothing,6,672.09,East,10390
2023-04-05,1044,Toys,3,570.41,North,10333
2023-01-26,1030,Clothing,4,441.66,West,10339
2023-09-16,1045,Books,4,840.86,South,10185
2023-11-19,1010,Books,1,724.48,South,10193
2023-03-31,1028,Books,6,533.46,North,10341
2023-01-28,1030,Furniture,8,50.05,North,10071
2023-05-18,1009,Furniture,10,300.04,West,10445
2023-03-11,1044,Furniture,7,475.85,South,10229
2023-05-10,1010,Toys,8,111.33,West,10159
2023-09-01,1033,Books,3,572.65,South,10074
2023-12-06,1014,Clothing,3,835.51,East,10444
2023-05-16,1004,Furniture,8,350.5,West,10125
2023-07-16,1008,Toys,9,971.54,East,10428
2023-04-17,1039,Furniture,7,919.22,South,10141
2023-07-29,1048,Toys,5,523.78,South,10256
2023-08-07,1021,Furniture,6,338.89,South,10216
2023-08-12,1049,Clothing,2,419.17,West,10222
2023-09-11,1015,Books,3,907.17,East,10158
2023-04-23,1013,Clothing,7,302.09,North,10036
2023-10-29,1031,Clothing,6,990.88,South,10019
2023-04-15,1043,Electronics,7,403.88,West,10242
2023-08-30,1013,Electronics,10,392.95,East,10101
2023-07-09,1031,Books,9,583.28,East,10403
2023-03-12,1018,Toys,3,740.97,North,10417
2023-01-27,1032,Clothing,9,576.34,West,10463
2023-09-15,1043,Books,6,693.57,South,10197
2023-09-18,1046,Books,1,626.56,North,10468
2023-05-11,1042,Clothing,3,401.59,North,10012
2023-05-30,1036,Books,4,784.31,North,10281
2023-02-08,1004,Electronics,3,416.96,South,10081
2023-04-07,1014,Toys,3,63.52,West,10111
2023-12-01,1050,Books,9,835.14,West,10353
2023-02-25,1037,Electronics,4,375.52,West,10160
2023-10-04,1036,Furniture,7,667.08,South,10135
2023-09-21,1010,Clothing,10,927.52,North,10299
2023-04-13,1020,Clothing,8,524.66,West,10095
2023-09-16,1007,Clothing,3,868.32,West,10287
2023-11-10,1024,Electronics,10,368.44,East,10033
2023-08-27,1016,Clothing,2,92.32,South,10407
2023-10-14,1019,Furniture,5,367.28,South,10135
2023-01-07,1027,Furniture,4,528.97,South,10303
2023-01-28,1042,Electronics,7,605.32,East,10450
2023-09-11,1040,Clothing,8,18.83,East,10414
2023-02-22,1022,Books,2,264.5,South,10052
2023-07-24,1009,Electronics,9,948.51,West,10339
2023-08-13,1026,Books,8,854.19,South,10388
2023-09-26,1042,Toys,9,712.5,South,10066
2023-11-08,1033,Furniture,2,97.18,South,10234
2023-04-18,1025,Toys,3,746.5,East,10455
2023-07-09,1014,Clothing,9,366.93,South,10325
2023-12-26,1044,Toys,9,32.03,North,10407
2023-05-27,1021,Electronics,1,476.68,East,10344
2023-11-26,1035,Electronics,7,511.67,East,10133
2023-08-06,1026,Clothing,10,829.84,South,10102
2023-07-27,1028,Books,2,890.79,East,10162
2023-10-31,1033,Electronics,1,998.53,East,10321
2023-08-05,1003,Electronics,9,481.29,West,10231
2023-10-14,1016,Clothing,5,488.3,North,10266
2023-06-11,1034,Electronics,8,528.04,West,10054
2023-05-22,1006,Electronics,1,83.26,North,10381
2023-09-29,1006,Clothing,9,558.87,West,10366
2023-12-19,1016,Clothing,8,989.06,North,10224
2023-04-11,1037,Books,6,864.79,East,10478
2023-10-23,1025,Clothing,2,434.4,South,10263
2023-03-07,1016,Books,6,984.93,South,10367
2023-03-13,1036,Clothing,6,153.37,North,10206
2023-05-15,1030,Clothing,9,470.6,East,10398
2023-12-09,1012,Electronics,7,87.79,West,10017
2023-04-18,1047,Electronics,3,139.61,North,10116
2023-06-20,1008,Books,5,33.79,South,10147
2023-08-22,1027,Books,10,571.41,North,10225
2023-09-12,1006,Clothing,3,878.7,East,10349
2023-12-12,1039,Books,9,218.54,West,10438
2023-05-20,1028,Furniture,6,296.23,South,10379
2023-06-01,1010,Clothing,5,381.17,West,10362
2023-10-30,1030,Clothing,3,408.66,West,10093
2023-06-20,1037,Furniture,5,454.48,West,10153
2023-08-22,1049,Toys,2,408.46,South,10177
2023-05-13,1038,Books,4,30.33,West,10161
2023-04-14,1017,Books,5,905.09,West,10332
2023-03-24,1034,Furniture,4,431.82,East,10471
2023-01-19,1044,Electronics,7,831.48,West,10033
2023-07-06,1022,Furniture,9,933.13,East,10276
2023-05-16,1045,Electronics,8,37.63,West,10306
2023-12-28,1019,Electronics,10,283.57,West,10090
2023-12-24,1040,Toys,6,995.05,East,10129
2023-12-27,1030,Books,4,156.58,South,10017
2023-03-08,1002,Clothing,8,56.06,West,10058
2023-06-29,1007,Clothing,8,481.82,East,10184
2023-04-17,1047,Books,7,59.44,West,10138
2023-09-25,1035,Electronics,5,562.08,South,10364
2023-05-15,1025,Electronics,2,857.82,North,10392
2023-03-20,1026,Toys,8,210.11,North,10138
2023-07-03,1004,Books,3,132.54,South,10477
2023-09-18,1010,Books,5,106.27,West,10295
2023-03-17,1036,Clothing,6,817.7,South,10071
2023-12-02,1040,Furniture,4,257.04,East,10235
